asin,title,category_primary,all_categories,price,recovered_image_url,canonical_source_url,url_count,has_clean_url,has_trashed_dupe
B0CXTR9WF5,"GoPro HERO10 Black Bundle - includes HERO10 Black Camera, The Handler (Floating Hand Grip), Rechargeable Battery, and Carrying Case",gopro,electronics;gopro,249.00,https://m.media-amazon.com/images/I/411Qiw-eQLL.jpg,https://techwhizmart.com/product/gopro-hero10-black-bundle-includes-hero10-black-camera-the-handler-floating-hand-grip-rechargeable-battery-and-carrying-case/,1,True,False
B0B2FF8CP4,"GoPro HERO10 Black- E-Commerce Packaging - Waterproof Action Camera with Front LCD & Touch Rear Screens, 5.3K60 Ultra HD Video",gopro,electronics;gopro,209.00,https://m.media-amazon.com/images/I/41LpHdsB59L.jpg,https://techwhizmart.com/product/gopro-hero10-black-e-commerce-packaging-waterproof-action-camera-with-front-lcd-touch-rear-screens-5-3k60-ultra-hd-video/,1,True,False
B0BDGJ24QQ,"GoPro HERO11 (Hero 11) Black - Waterproof Action Camera with 5.3K Video, 27MP Photos, 1/1.9"" Sensor, Live Streaming, Webcam, Stabilization + 64GB Card, 50 Piece Accessory Kit and 2 Extra Batteries",gopro,electronics;gopro,398.49,https://m.media-amazon.com/images/I/51d5Z5gPSNL.jpg,https://techwhizmart.com/product/gopro-hero11-hero-11-black-waterproof-action-camera-with-5-3k-video-27mp-photos-1-1-9-sensor-live-streaming-webcam-stabilization-64gb-card-50-piece-accessory-kit-and-2-extra-batteries/,1,True,False
B0C6RKLQHZ,"GoPro HERO11 Black â E-Commerce Packaging - Waterproof Action Camera with 5.3K60 Ultra HD Video, 27MP Photos, 1/1.9"" Image Sensor, Live Streaming, Webcam, Stabilization",gopro,electronics;gopro,259.99,https://m.media-amazon.com/images/I/41DjgGXckfL.jpg,https://techwhizmart.com/product/gopro-hero11-black-e-commerce-packaging-waterproof-action-camera-with-5-3k60-ultra-hd-video-27mp-photos-1-1-9-image-sensor-live-streaming-webcam-stabilization/,1,True,False
B0CHZ5WBTH,"GoPro HERO12 (Hero 12) Black - Waterproof Action Camera with 5.3K HDR Video, 27MP Photos, 1/1.9"" Image Sensor, Live Streaming, Webcam, Stabilization + 64GB Card & 50 Piece Accessory Kit - Bundle",gopro,electronics;gopro,399.99,https://m.media-amazon.com/images/I/5196IU1tcYL.jpg,https://techwhizmart.com/product/gopro-hero12-hero-12-black-waterproof-action-camera-with-5-3k-hdr-video-27mp-photos-1-1-9-image-sensor-live-streaming-webcam-stabilization-64gb-card-50-piece-accessory-kit-bundle/,1,True,False
B0CJWLCSBC,"GoPro HERO12 (Hero 12) Black - with 50 Piece Accessory Kit and 2 Extra Batteries + 64GB Card - Waterproof Action Camera - 5.3K HDR, 27MP Photos, 1/1.9"" Sensor, Live Streaming, Webcam, Stabilization",gopro,electronics;gopro,415.99,https://m.media-amazon.com/images/I/514A7c-2-IL.jpg,https://techwhizmart.com/product/gopro-hero12-hero-12-black-with-50-piece-accessory-kit-and-2-extra-batteries-64gb-card-waterproof-action-camera-5-3k-hdr-27mp-photos-1-1-9-sensor-live-streaming-webcam-stabilization/,1,True,False
B0D95167QH,GoPro HERO12 Black + Accessories Bundle - Includes: Handler + Head Strap 2.0 + Enduro Battery + Carrying Case,gopro,electronics;gopro,399.00,https://m.media-amazon.com/images/I/416ARJiqJbL.jpg,https://techwhizmart.com/product/gopro-hero12-black-accessories-bundle-includes-handler-head-strap-2-0-enduro-battery-carrying-case-2/,1,True,False
B0CGML5GYT,"GoPro HERO12 Black + Accessories Bundle, Includes Handler + Head Strap 2.0 + Enduro Battery + Carrying Case",gopro,electronics;gopro,399.00,https://m.media-amazon.com/images/I/41OAbSNTHBL.jpg,https://techwhizmart.com/product/gopro-hero12-black-accessories-bundle-includes-handler-head-strap-2-0-enduro-battery-carrying-case/,1,True,False
B0CDDY8F9L,"GoPro HERO12 Black - Waterproof Action Camera with 5.3K60 Ultra HD Video, 27MP Photos, HDR, 1/1.9"" Image Sensor, Live Streaming, Webcam, Stabilization",gopro,electronics;gopro,339.99,https://m.media-amazon.com/images/I/31eAG8wuEnL.jpg,https://techwhizmart.com/product/gopro-hero12-black-waterproof-action-camera-with-5-3k60-ultra-hd-video-27mp-photos-hdr-1-1-9-image-sensor-live-streaming-webcam-stabilization/,1,True,False
B0DGH1R4CS,"GoPro HERO13 (Hero 13) Black - Waterproof Action Camera with 5.3K HDR Video, 27MP Photos, 1/1.9"" Image Sensor, Live Streaming, Webcam, Stabilization + 64GB Card & 50 Piece Accessory Kit - Bundle",gopro,electronics;gopro,486.99,https://m.media-amazon.com/images/I/51kDL8GWJdL.jpg,https://techwhizmart.com/product/gopro-hero13-hero-13-black-waterproof-action-camera-with-5-3k-hdr-video-27mp-photos-1-1-9-image-sensor-live-streaming-webcam-stabilization-64gb-card-50-piece-accessory-kit-bundle/,1,True,False
B0DCM34GXX,"GoPro HERO13 Black - Waterproof Action Camera with 5.3K60 Video, 27MP Photo + Compatability with HB-Series Lenses",gopro,electronics;gopro,399.99,https://m.media-amazon.com/images/I/31BHcP9HJjL.jpg,https://techwhizmart.com/product/gopro-hero13-black-waterproof-action-camera-with-5-3k60-video-27mp-photo-compatability-with-hb-series-lenses/,1,True,False
B0DCLRRHSP,"GoPro Hero - Compact Waterproof Action Camera with 4K Ultra HD Video, 12MP Photo, Touch Screen",gopro,electronics;gopro,199.99,https://m.media-amazon.com/images/I/31X8gr7TnCL.jpg,https://techwhizmart.com/product/gopro-hero-compact-waterproof-action-camera-with-4k-ultra-hd-video-12mp-photo-touch-screen/,1,True,False
B098V1GRL3,"LG TONE Free True Wireless Bluetooth FP9 - Active Noise Cancelling Earbuds with UVnano Charging Case, Black",headphones,audio;earbuds;headphones,67.99,https://m.media-amazon.com/images/I/41b+uKuS30L.jpg,https://techwhizmart.com/product/lg-tone-free-true-wireless-bluetooth-earbuds-fp9-active-noise-cancelling-earbuds-with-uvnano-charging-case-black__trashed/,1,False,True
B09D2VM367,"LG TONE-FP5 TONE Free True Wireless Bluetooth Earbuds FP5 - Active Noise Cancelling , Black, small",headphones,audio;earbuds;headphones,65.00,https://m.media-amazon.com/images/I/31Om7+HwUhL.jpg,https://techwhizmart.com/product/lg-tone-free-true-wireless-bluetooth-earbuds-fp5-active-noise-cancelling-earbuds-black__trashed/,1,False,True
B09M8ZQ7P3,"48in Competition Sized Foosball Table, Soccer for Home, Arcade Game Room, 2 Balls, 2 Cup Holders 2x4ft for Man Cave or…",hobbies-stuff,hobbies-stuff,99.99,https://m.media-amazon.com/images/I/4160WN-DJ2L.jpg,https://techwhizmart.com/product/48in-competition-sized-foosball-table-soccer-for-home-arcade-game-room-2-balls-2-cup-holders-2x4ft-for-man-cave-or-basement-standing-or-tabletop-black__trashed/,1,False,True
B07L9TC976,ATIVAFIT Folding Exercise Bike Foldable Fitness Indoor Stationary Bike Magnetic 3 in 1 Upright Recumbent Exercise Bike for Home Workout,hobbies-stuff,hobbies-stuff,149.99,https://m.media-amazon.com/images/I/419v6HZucaL.jpg,https://techwhizmart.com/product/ativafit-exercise-bike-foldable-fitness-indoor-cycling-bike-magnetic-3-in-1-upright-recumbent-exercise-bike-with-resistance-bands-home-workout__trashed/,1,False,True
B09XQSPVTS,"ATTOP Drones with Camera for Adults - 1080P FPV Drone with Carrying Case, Foldable RC Drone W/2 Batteries, Altitude Hold, Headless Mode, ATTOP Camera Drones for Adults/Beginners, Girls/Boys Gifts",hobbies-stuff,drones;hobbies-stuff,99.99,https://m.media-amazon.com/images/I/41xwUWuwfLL.jpg,https://techwhizmart.com/product/drones-with-camera-for-adults-1080p-fpv-drone-with-carrying-case-foldable-rc-drone-w-2-batteries-altitude-hold-headless-mode-attop-camera-drones-for-adults-beginners-christmas-gifts-white__trashed/,1,False,True
B09NKCG1W7,Altas Strength Home Gym Equipment Smith Machine with Pulley System Gym Squat Rack Pull Up Bar Upper Body Strength Training Leg Developer Light Commercial Fitness Equipment Included Accessories 3000Y,hobbies-stuff,hobbies-stuff,2799.00,https://m.media-amazon.com/images/I/51uNPZVDniL.jpg,https://techwhizmart.com/product/altas-strength-home-gym-equipment-smith-machine-with-pulley-system-gym-squat-rack-pull-up-bar-upper-body-strength-training-leg-developer-commercial-fitness-equipment-included-accessories-3000__trashed/,1,False,True
B079Z16CNH,Atomic LED Light Up Foosball Tables,hobbies-stuff,hobbies-stuff,481.00,https://m.media-amazon.com/images/I/51LIvmB687L.jpg,https://techwhizmart.com/product/atomic-led-light-up-foosball-tables__trashed/,1,False,True
B0756TC997,Barrington Collection Foosball Table - Available in Multiple Styles,hobbies-stuff,hobbies-stuff,738.99,https://m.media-amazon.com/images/I/41QiFYF0UKL.jpg,https://techwhizmart.com/product/barrington-collection-foosball-table-available-in-multiple-styles__trashed/,1,False,True
B084P2QVB8,"BodyBoss Home Gym 2.0 - Full Portable Gym Home Workout Package + 1 Set of Resistance Bands - Collapsible Resistance Bar, Handles - Full Body Workouts for Home, Travel or Outside - Red",hobbies-stuff,hobbies-stuff,94.72,https://m.media-amazon.com/images/I/41x1LrGnw8L.jpg,https://techwhizmart.com/product/bodyboss-bodyboss-home-gym-2-0-full-portable-gym-home__trashed/,1,False,True
B01MPZN4UB,BowFlex Home Gym Workout Systems,hobbies-stuff,hobbies-stuff,799.00,https://m.media-amazon.com/images/I/51sGXjAu3+L.jpg,https://techwhizmart.com/product/bowflex-xceed-home-gym__trashed/,1,False,True
B0764JNG73,BowFlex Home Gym Workout Systems,hobbies-stuff,hobbies-stuff,699.99,https://m.media-amazon.com/images/I/41WWp+noG6L.jpg,https://techwhizmart.com/product/bowflex-pr1000-home-gym__trashed/,1,False,True
B00003G1U1,Carrom Nok Hockey Game,hobbies-stuff,hobbies-stuff,118.74,https://m.media-amazon.com/images/I/41JVUd9VnWL.jpg,https://techwhizmart.com/product/carrom-nok-hockey-game__trashed/,1,False,True
B00BQ7B0MS,"Champion Sports Anywhere Table Tennis: Ping Pong Paddles, Balls, and Portable Net & Post Set To Go",hobbies-stuff,hobbies-stuff,33.72,https://m.media-amazon.com/images/I/518kg1QPLGL.jpg,https://techwhizmart.com/product/champion-sports-anywhere-table-tennis-ping-pong-paddles-balls-and-portable-net-post-set-to-go__trashed/,1,False,True
B086VB89L8,"DEERC D20 Mini Drone for Kids with 720P HD FPV Camera Remote Control Toys Gifts for Boys Girls with Altitude Hold, Headless Mode, One Key Start Speed Adjustment, 3D Flips 2 Batteries, Silver",hobbies-stuff,drones;hobbies-stuff,49.99,https://m.media-amazon.com/images/I/51v8Zk3+0GL.jpg,https://techwhizmart.com/product/deerc-d20-mini-drone-for-kids-with-720p-hd-fpv-camera-remote-control-toys-gifts-for-boys-girls-with-altitude-hold-headless-mode-one-key-start-speed-adjustment-3d-flips-2-batteries-silver__trashed/,1,False,True
B098XMSQ3P,"DJI Mini SE, Drone Quadcopter with 3-Axis Gimbal, 2.7K Camera, GPS, 30 Mins Flight Time, Reduced Weight, Less Than 249g, Improved Scale 5 Wind Resistance, Return to Home, for Drone Beginners, Gray",hobbies-stuff,drones;hobbies-stuff,279.00,https://m.media-amazon.com/images/I/41nT8wFE59L.jpg,https://techwhizmart.com/product/dji-mini-se-drone-quadcopter-with-3-axis-gimbal-2-7k-camera-gps-30-mins-flight-time-reduced-weight-less-than-249g-improved-scale-5-wind-resistance-return-to-home-for-drone-beginners-gray__trashed/,1,False,True
B0BBVZ849G,"Drone with 1080P Camera for Adults and Kids, Foldable FPV Remote Control Quadcopter with Voice Control, Gestures Selfie…",hobbies-stuff,drones;hobbies-stuff,79.99,https://m.media-amazon.com/images/I/51TRdtQr95L.jpg,https://techwhizmart.com/product/drone-with-1080p-camera-for-adults-and-kids-foldable-fpv-remote-control-quadcopter-with-voice-control-gestures-selfie-altitude-hold-one-key-start-3d-flips-2-batteries-toys-gifts-for-boys-girl__trashed/,1,False,True
B09B4Z5B89,"Drone with Camera, SYMA X600W Foldable 1080P FPV Camera Drones for Adults Kids Remote Control Quadcopter Gift Toys for Boys Girls with Altitude Hold, Headless Mode, One Key Start, 3D Flips 2 Batteries",hobbies-stuff,drones;hobbies-stuff,79.99,https://m.media-amazon.com/images/I/41Ep4egj2WL.jpg,https://techwhizmart.com/product/syma-x600w-foldable-drone-with-1080p-hd-fpv-camera-for-adults-rc-quadcopter-for-kids-beginners-with-headless-mode-altitude-hold-3d-flip-custom-route-and-one-key-start__trashed/,1,False,True
B0BKC75ZSX,"EVO Gym - Portable Home Gym Strength Training Equipment, at Home Gym | All in One Gym - Resistance Bands, Base Holds Gym…",hobbies-stuff,hobbies-stuff,179.99,https://m.media-amazon.com/images/I/51s0v+U4aiL.jpg,https://techwhizmart.com/product/evo-gym-portable-home-gym-strength-training-equipment-at-home-gym-all-in-one-gym-resistance-bands-base-holds-gym-bar-handles-for-travel-portable-gym-home-exercise-equipment__trashed/,1,False,True
B08K4GS4KN,Echelon Smart Fitness Bike,hobbies-stuff,hobbies-stuff,366.30,https://m.media-amazon.com/images/I/41TIc--yrRL.jpg,https://techwhizmart.com/product/echelon-smart-connect-indoor-cycling-bike-30-day-free-echelon-membership__trashed/,1,False,True
B087BLS9RH,"Exercise Bike for Home Workout Stationary Bike | 330LB Capacity, 16-Level Magnetic Resistance, Seat Backrest Adjustments",hobbies-stuff,hobbies-stuff,199.80,https://m.media-amazon.com/images/I/41ZQz4-VosL.jpg,https://techwhizmart.com/product/barwing-16-8-2-3-stationary-spin-exercise-bike-for-home-4-in-1-foldable-indoor-workout-cycling-bike-for-seniors-300-lb-capacity-more-magnetic-resistance-seat-backrest-adjustments__trashed/,1,False,True
B07X6GHLLT,"Exercise Bike, DMASUN Magnetic Resistance Pro Indoor Cycling Bike 330/350Lbs Weight Capacity Stationary Bike, Comfortable Seat Cushion, Multi - grips Handlebar, Heavy Flywheel Upgraded Version",hobbies-stuff,hobbies-stuff,334.49,https://m.media-amazon.com/images/I/41m8Bn+AxFL.jpg,https://techwhizmart.com/product/exercise-bike-dmasun-indoor-cycling-bike-stationary-comfortable-seat-cushion-multi-grips-handlebar-heavy-flywheel-upgraded-version__trashed/,1,False,True
B088R1P8QC,"FBSPORT Ping Pong Paddle Set, Portable Table Tennis Set with Retractable Net, 2 Rackets, 6 Balls and Carry Bag for…",hobbies-stuff,hobbies-stuff,26.99,https://m.media-amazon.com/images/I/51oN5qf-9PL.jpg,https://techwhizmart.com/product/fbsport-ping-pong-paddle-set-portable-table-tennis-set-with-retractable-net-2-rackets-6-balls-and-carry-bag-for-children-adult-indoor-outdoor-games__trashed/,1,False,True
B09Y8QBN61,FYC Folding Treadmill for Home Portable Electric Treadmill Running Exercise Machine Compact Treadmill Foldable for Home Gym Fitness Workout Jogging Walking,hobbies-stuff,hobbies-stuff,199.99,https://m.media-amazon.com/images/I/41yH0rKLgIL.jpg,https://techwhizmart.com/product/fyc-folding-treadmill-for-home-portable-electric-treadmill-running-exercise-machine-compact-treadmill-foldable-for-home-gym-fitness-workout-jogging-walking__trashed/,1,False,True
B095WQ2Y57,"FYC Folding Treadmills for Home with Bluetooth and Incline, 2.5HP Portable Running Machine Electric Compact Treadmills Foldable for Exercise Home Gym Fitness Walking Jogging",hobbies-stuff,hobbies-stuff,285.99,https://m.media-amazon.com/images/I/51daputQRdS.jpg,https://techwhizmart.com/product/fyc-folding-treadmills-for-home-with-bluetooth-and-incline-2-5hp-portable-running-machine-electric-compact-treadmills-foldable-for-exercise-home-gym-fitness-walking-jogging__trashed/,1,False,True
B07GYXF65S,"Finer Form Multi-Functional Gym Bench for Full All-in-One Body Workout – Versatile Fitness Equipment for Hyper Back Extension, Roman Chair, Adjustable Situp, Decline, Flat Bench",hobbies-stuff,hobbies-stuff,179.99,https://m.media-amazon.com/images/I/411VhSaOhmL.jpg,https://techwhizmart.com/product/finer-form-multi-functional-adjustable-weight-bench-for-total-body-workout-hyper-back-extension-roman-chair-adjustable-ab-sit-up-bench-decline-bench-flat-bench-great-ab-workout-equipmen__trashed/,1,False,True
B007K813C4,Franklin Sports Table Top Rod Hockey Game Set - Perfect Hockey Toy + Gameroom Game for Kids + Family - Mini Tabletop Rod Hockey Board + Pucks Included,hobbies-stuff,hobbies-stuff,45.94,https://m.media-amazon.com/images/I/51-SRO7Cb0L.jpg,https://techwhizmart.com/product/franklin-sports-table-top-rod-hockey-game-set-perfect-hockey-toy-gameroom-game-for-kids-family-mini-tabletop-rod-hockey-board-pucks-included__trashed/,1,False,True
B08F72W747,"Gamie Hockey Tabletop Game, Desktop Sports Game with Mini Hockey Table, 2 Pucks, and Scoreboard, Fun Indoor Games for Home, Office and Game Night, Best Gift Idea for Kids",hobbies-stuff,hobbies-stuff,23.99,https://m.media-amazon.com/images/I/51m6RSLqMzL.jpg,https://techwhizmart.com/product/gamie-hockey-tabletop-game-desktop-sports-game-with-mini-hockey-table-2-pucks-and-scoreboard-fun-indoor-games-for-home-office-and-game-night-best-gift-idea-for-kids__trashed/,1,False,True
B08L8YFT4S,"HR Drone For Kids With 1080p HD FPV Camera,Mini Quadcopter For Beginners With Altitude Hold,One Key Start/Land,Draw Path,2 Modular Batteries,Remote Control Toys Gifts for Boys Girls",hobbies-stuff,drones;hobbies-stuff,79.99,https://m.media-amazon.com/images/I/41pf-DNDj5L.jpg,https://techwhizmart.com/product/hr-drone-for-kids-with-1080p-hd-fpv-cameramini-quadcopter-for-beginners-with-altitude-holdone-key-start-landdraw-path2-modular-batteriesremote-control-toys-gifts-for-boys-girls__trashed/,1,False,True
B09B96PJV9,"HYG Toys Titanic Micro Mini Building Blocks Set, 1860Pcs Ship Model Building Bricks, 3D Puzzle Sets DIY Educational Toys Gift for Adults and Kids",hobbies-stuff,hobbies-stuff,34.99,https://m.media-amazon.com/images/I/512CiMFULCL.jpg,https://techwhizmart.com/product/hyg-toys-titanic-micro-mini-building-blocks-set-1860pcs-titanic-toy-ship-model-building-bricks-3d-puzzle-sets-diy-educational-toys-gift-for-adults-and-kids__trashed/,1,False,True
B08JRXFMJS,"Hathaway Amherst 48-in Foosball/Table Soccer Table, Perfect for Family Game Rooms and Home Recreation Rooms, Includes 31-mm Foosballs and ABS Molded Players, Light Oak",hobbies-stuff,hobbies-stuff,89.99,https://m.media-amazon.com/images/I/41jOTXGkZjL.jpg,https://techwhizmart.com/product/hathaway-amherst-48-in-foosball-table-soccer-table-perfect-for-family-game-rooms-and-home-recreation-rooms-includes-31-mm-foosballs-and-abs-molded-players-light-oak__trashed/,1,False,True
B00MHPNSZU,"Hathaway Park Avenue 7-ft Pool Table Tennis Combination with Dining Top, Two Storage Benches with Accessories - Great…",hobbies-stuff,hobbies-stuff,1437.14,https://m.media-amazon.com/images/I/41Lk74KSKbL.jpg,https://techwhizmart.com/product/hathaway-park-avenue-7-ft-pool-table-tennis-combination-with-dining-top-two-storage-benches-with-accessories-great-for-family-game-rooms-and-basements-black-with-red-felt__trashed/,1,False,True
B07HC594QC,"Hathaway Triple Threat Multi Game Table â Space-Saving Rotating Playfield for 6ft Pool Table, Air Hockey Table, & Table Tennis - 3 in 1 Game Table with Complete Accessories & Display Rack",hobbies-stuff,hobbies-stuff,786.37,https://m.media-amazon.com/images/I/41QRlA6C2CL.jpg,https://techwhizmart.com/product/triple-threat-6-ft-3-in-1-multi-game-table-with-billiards-air-hockey-and-table-tennis__trashed/,1,False,True
B0863CG57T,"Holy Stone GPS Drone with 1080P HD Camera FPV Live Video for Adults and Kids, Quadcopter HS110G Upgraded Version, 2 Batteries, Altitude Hold, Follow Me and Auto Return, Easy to Use for Beginner",hobbies-stuff,drones;hobbies-stuff,159.99,https://m.media-amazon.com/images/I/41a6hUGKYPL.jpg,https://techwhizmart.com/product/holy-stone-gps-drone-with-1080p-hd-camera-fpv-live-video-for-adults-and-kids-quadcopter-hs110g-upgraded-version-2-batteries-altitude-hold-follow-me-and-auto-return-easy-to-use-for-beginner__trashed/,1,False,True
B087TGVJYM,"Holy Stone HS440 Foldable FPV Drone with 1080P WiFi Camera for Adult Beginners and Kids; Voice Gesture Control RC Quadcopter with Modular Battery for long flight time, Auto Hover, Carrying Case",hobbies-stuff,drones;hobbies-stuff,129.99,https://m.media-amazon.com/images/I/419sVo8JJvL.jpg,https://techwhizmart.com/product/holy-stone-hs440-foldable-fpv-drone-with-1080p-wifi-camera-for-adult-beginners-and-kids-voice-gesture-control-rc-quadcopter-with-modular-battery-for-long-flight-time-auto-hover-carrying-case__trashed/,1,False,True
B0BJ456Z4V,Horizon Fitness T101,hobbies-stuff,hobbies-stuff,999.99,https://m.media-amazon.com/images/I/31yYXwVjzLL.jpg,https://techwhizmart.com/product/horizon-fitness-t101-folding-treadmill-with-incline-for-running-and-walking-with-bluetooth-connectivity-300-lb-capacity-running-machine-for-home-exercise__trashed/,1,False,True
B07FPRYTSK,"Horizon Fitness T101 Foldable Treadmill for Running and Walking with Bluetooth Connectivity, Incline, 300+ lbs Weight Capacity, Running Machine for Home Exercise",hobbies-stuff,hobbies-stuff,997.00,https://m.media-amazon.com/images/I/41EM7I1p5jL.jpg,https://techwhizmart.com/product/horizon-fitness-t101-foldable-treadmill-for-running-and-walking-with-bluetooth-connectivity-incline-300-lbs-weight-capacity-running-machine-for-home-exercise__trashed/,1,False,True
B09F6B822R,HouseFit Under Desk Treadmill 300 pounds Weight Capacity with Bluetooth APP and Music for Walking Pad Small Treadmill for Apartment with iPad and Phone Support LCD Display,hobbies-stuff,hobbies-stuff,179.99,https://m.media-amazon.com/images/I/318+ZMaybmL.jpg,https://techwhizmart.com/product/housefit-under-desk-treadmill-with-bluetooth-app-for-walking-and-running-mode-2-in-1-small-treadmill-for-apartment-with-ipad-and-phone-support-lcd-display__trashed/,1,False,True
B0012QJZTI,JOOLA Midsize Compact Table Tennis Table Great for Small Spaces and Apartments – Multi-Use Free Standing Table - Compact Storage Fits in Most Closets - Net Set Included - No Assembly Required,hobbies-stuff,hobbies-stuff,199.95,https://m.media-amazon.com/images/I/410KCzgONhL.jpg,https://techwhizmart.com/product/joola-midsize-compact-table-tennis-table-great-for-small-spaces-and-apartments-multi-use-free-standing-table-compact-storage-fits-in-most-closets-net-set-included-no-assembly-required__trashed/,1,False,True
B08LLBSFX3,"KESHWELL Ab Workout Machine,Core Abs Exercise Equipment for Home Gym,Adjustable Sit Up Bench Strength Training Abdominal Cruncher,Foldable Core Workout Machine with Resistance Bands&LCD Display",hobbies-stuff,hobbies-stuff,118.98,https://m.media-amazon.com/images/I/41nYzfhR7OL.jpg,https://techwhizmart.com/product/keshwell-ab-workout-machinecore-abs-exercise-equipment-for-home-gymadjustable-sit-up-bench-strength-training-abdominal-cruncherfoldable-core-workout-machine-with-resistance-bandslcd-display__trashed/,1,False,True
B08JG53BRG,"KICK Legend 55"" Foosball Table",hobbies-stuff,hobbies-stuff,649.85,https://m.media-amazon.com/images/I/31AXKG8yuZL.jpg,https://techwhizmart.com/product/kick-legend-55-foosball-table__trashed/,1,False,True
B00ZWN9VA0,"KICK Splendor 55"" Foosball Table",hobbies-stuff,hobbies-stuff,619.85,https://m.media-amazon.com/images/I/51xFx85vIBL.jpg,https://techwhizmart.com/product/kick-splendor-55-foosball-table__trashed/,1,False,True
B085878TDY,"LEGO Architecture Collection: The White House 21054 - Model Building Kit, Creative Set for Adults and Teens, Energizing DIY Project, Iconic Presidential Office, Great Collectible Gift for Father's Day",hobbies-stuff,hobbies-stuff,119.99,https://m.media-amazon.com/images/I/51WRGhlmY-L.jpg,https://techwhizmart.com/product/lego-architecture-collection-the-white-house-21054-model-building-kit-creative-building-set-for-adults-a-revitalizing-diy-project-and-great-gift-for-any-hobbyists-1483-pieces__trashed/,1,False,True
B07W4M54CJ,LEGO Creator Expert NASA Apollo 11 Lunar Lander 10266 Building Toy Set for Ages 16+ (1087 Pieces),hobbies-stuff,hobbies-stuff,97.09,https://m.media-amazon.com/images/I/51h+oExgBFL.jpg,https://techwhizmart.com/product/lego-creator-expert-nasa-apollo-11-lunar-lander-10266-building-toy-set-for-ages-16-1087-pieces__trashed/,1,False,True
B094RF7GWQ,"LEGO Icons Pickup Truck 10290 Building Set for Adults, Vintage 1950s Model with Seasonal Display Accessories, Creative Activity, Collector's Gift Idea",hobbies-stuff,hobbies-stuff,177.99,https://m.media-amazon.com/images/I/51sh+mLOa4L.jpg,https://techwhizmart.com/product/lego-icons-pickup-truck-10290-building-set-for-adults-1677-pieces__trashed/,1,False,True
B09JHXJZVT,LEGO Icons Vespa 125 10298 Building Set for Adults (1107 Pieces),hobbies-stuff,hobbies-stuff,99.00,https://m.media-amazon.com/images/I/51Yp29hbNxL.jpg,https://techwhizmart.com/product/lego-icons-vespa-125-10298-building-set-for-adults-1107-pieces__trashed/,1,False,True
B0B3B8Z21X,"LEGO Ideas Jazz Quartet 21334 Building Blocks - Featuring Buildable Stage with 4 Band Musician Figures, includes Piano, Double Bass, Trumpet, and Drum Kit Instruments, Great Home Display for Adults",hobbies-stuff,hobbies-stuff,129.99,https://m.media-amazon.com/images/I/517VKE6vJbL.jpg,https://techwhizmart.com/product/lego-ideas-jazz-quartet-21334-building-kit-build-and-display-model-for-adults-with-a-passion-for-music-1606-pieces__trashed/,1,False,True
B0B525G8WW,"LEGO Ideas Motorized Lighthouse 21335 Building Set for Adults (2,065 Pieces)",hobbies-stuff,hobbies-stuff,299.99,https://m.media-amazon.com/images/I/51A29aOI0ML.jpg,https://techwhizmart.com/product/lego-ideas-motorized-lighthouse-21335-building-set-for-adults-2065-pieces__trashed/,1,False,True
B07PX3WW5N,"LEGO Ideas Tree House 21318, Model Construction Set for 16 Plus Year Olds with 3 Cabins, Interchangeable Leaves, Minifigures and a Bird Figure",hobbies-stuff,hobbies-stuff,217.99,https://m.media-amazon.com/images/I/51hGg4S4NEL.jpg,https://techwhizmart.com/product/lego-ideas-tree-house-21318-building-toy-set-for-kids-boys-and-girls-ages-16-3036-pieces__trashed/,1,False,True
B094RFSPDN,"LEGO Ideas Typewriter 21327 Building Set for Adults, Collectible Retro Display Model, Creative Hobbies Unique Gift Idea",hobbies-stuff,hobbies-stuff,260.00,https://m.media-amazon.com/images/I/51YEtXa7X8L.jpg,https://techwhizmart.com/product/lego-ideas-typewriter-21327-building-set-for-adults-2079-pieces__trashed/,1,False,True
B08YP94QJN,"LEGO Marvel Infinity Gauntlet Set 76191 Collectible Thanos Glove with Infinity Stones, Building Set, Avengers Gift Idea for Adults and Teens, Model Kits for Decoration and Display",hobbies-stuff,hobbies-stuff,64.99,https://m.media-amazon.com/images/I/51Vm9OJWLiL.jpg,https://techwhizmart.com/product/lego-marvel-super-heroes-infinity-gauntlet-76191-building-set-for-adults-590-pieces__trashed/,1,False,True
B09TCCG7NV,"LEGO Marvel Nano Gauntlet, Iron Man Model with Infinity Stones, 76223 Avengers: Endgame Film Set, Collectable Memorabilia, Gift Idea for Adults and Teens",hobbies-stuff,hobbies-stuff,69.99,https://m.media-amazon.com/images/I/51L5U7kyCqL.jpg,https://techwhizmart.com/product/lego-marvel-nano-gauntlet-76223-iron-man-building-set-for-adults-680-pieces__trashed/,1,False,True
B09XWXM8R8,"LEGO Speed Champions 007 Aston Martin DB5 76911 Building Toy Set Featuring James Bond for Kids, Boys and Girls Ages 8…",hobbies-stuff,hobbies-stuff,17.98,https://m.media-amazon.com/images/I/51re8TPeAkL.jpg,https://techwhizmart.com/product/lego-speed-champions-007-aston-martin-db5-76911-building-toy-set-featuring-james-bond-for-kids-boys-and-girls-ages-8-298-pieces-10-32-x-5-55-x-2-4-inches__trashed/,1,False,True
